date,impressions,clicks,conversions,call_type,call_status,start_time,duration,end_time,impression_share,conversions_calls,cost_zar,headline1_len,headline2_len,ad_description_len,EXPANDED_TEXT_AD,EXPANDED_DYNAMIC_SEARCH_AD,RESPONSIVE_SEARCH_AD
2020-11-01,5703.0,599.0,0.0,Mobile click-to-callMobile click-to-callMobile click-to-callMobile click-to-callMobile click-to-callMobile click-to-callMobile click-to-callMobile click-to-callMobile click-to-call,MissedMissedMissedMissedMissedMissedMissedMissedMissed,2020-10-29 08:11:172020-10-29 08:11:172020-10-29 08:11:172020-10-29 08:11:172020-10-29 08:11:172020-10-29 08:11:172020-10-29 08:11:172020-10-29 08:11:172020-10-29 08:11:17,0.0,2020-10-29 08:11:172020-10-29 08:11:172020-10-29 08:11:172020-10-29 08:11:172020-10-29 08:11:172020-10-29 08:11:172020-10-29 08:11:172020-10-29 08:11:172020-10-29 08:11:17,1832.4532713335996,0.0,63071.0,2.0,3.0,12.0,True,True,False
2020-11-08,6440.0,625.0,0.0,Mobile click-to-callMobile click-to-callMobile click-to-callMobile click-to-callMobile click-to-callMobile click-to-callMobile click-to-callMobile click-to-callMobile click-to-callMobile click-to-call,MissedMissedMissedMissedMissedMissedMissedMissedMissedMissed,2020-11-07 15:48:062020-11-07 15:48:062020-11-07 15:48:062020-11-07 15:48:062020-11-07 15:48:062020-11-07 15:48:062020-11-07 15:48:062020-11-07 15:48:062020-11-07 15:48:062020-11-07 15:48:06,0.0,2020-11-07 15:48:062020-11-07 15:48:062020-11-07 15:48:062020-11-07 15:48:062020-11-07 15:48:062020-11-07 15:48:062020-11-07 15:48:062020-11-07 15:48:062020-11-07 15:48:062020-11-07 15:48:06,1969.6028420049572,0.0,65737.0,2.0,3.0,12.0,True,True,False
2020-11-15,6503.0,638.0,0.0,0,0,0,0.0,0,1952.2943427001683,0.0,73898.0,2.0,3.0,12.0,True,True,False
2020-11-22,7774.0,797.0,2.0,Mobile click-to-callMobile click-to-callMobile click-to-callMobile click-to-callMobile click-to-callMobile click-to-callMobile click-to-callMobile click-to-callMobile click-to-callMobile click-to-callMobile click-to-callMobile click-to-callMobile click-to-callMobile click-to-callMobile click-to-callMobile click-to-callMobile click-to-callMobile click-to-callMobile click-to-callMobile click-to-callMobile click-to-callMobile click-to-callMobile click-to-callMobile click-to-callMobile click-to-callMobile click-to-callMobile click-to-callMobile click-to-callMobile click-to-callMobile click-to-callMobile click-to-call,ReceivedReceivedReceivedReceivedReceivedReceivedReceivedReceivedReceivedReceivedReceivedReceivedReceivedReceivedReceivedReceivedReceivedReceivedReceivedReceivedMissedMissedMissedMissedMissedMissedMissedMissedMissedMissedMissed,2020-11-16 13:08:102020-11-16 12:13:532020-11-16 13:08:102020-11-16 12:13:532020-11-16 13:08:102020-11-16 12:13:532020-11-16 13:08:102020-11-16 12:13:532020-11-16 13:08:102020-11-16 12:13:532020-11-16 13:08:102020-11-16 12:13:532020-11-16 13:08:102020-11-16 12:13:532020-11-16 13:08:102020-11-16 12:13:532020-11-16 13:08:102020-11-16 12:13:532020-11-16 13:08:102020-11-16 12:13:532020-11-20 00:57:572020-11-20 00:57:572020-11-20 00:57:572020-11-20 00:57:572020-11-20 00:57:572020-11-20 00:57:572020-11-20 00:57:572020-11-20 00:57:572020-11-20 00:57:572020-11-20 00:57:572020-11-20 00:57:57,1930.0,2020-11-16 13:08:102020-11-16 12:13:532020-11-16 13:08:102020-11-16 12:13:532020-11-16 13:08:102020-11-16 12:13:532020-11-16 13:08:102020-11-16 12:13:532020-11-16 13:08:102020-11-16 12:13:532020-11-16 13:08:102020-11-16 12:13:532020-11-16 13:08:102020-11-16 12:13:532020-11-16 13:08:102020-11-16 12:13:532020-11-16 13:08:102020-11-16 12:13:532020-11-16 13:08:102020-11-16 12:13:532020-11-20 00:57:572020-11-20 00:57:572020-11-20 00:57:572020-11-20 00:57:572020-11-20 00:57:572020-11-20 00:57:572020-11-20 00:57:572020-11-20 00:57:572020-11-20 00:57:572020-11-20 00:57:572020-11-20 00:57:57,2238.867300696394,20.0,74782.0,2.0,3.0,12.0,True,True,False
2020-11-29,9402.0,981.0,1.0,Mobile click-to-callMobile click-to-callMobile click-to-callMobile click-to-callMobile click-to-callMobile click-to-callMobile click-to-callMobile click-to-callMobile click-to-call,ReceivedReceivedReceivedReceivedReceivedReceivedReceivedReceivedReceived,2020-11-27 09:22:402020-11-27 09:22:402020-11-27 09:22:402020-11-27 09:22:402020-11-27 09:22:402020-11-27 09:22:402020-11-27 09:22:402020-11-27 09:22:402020-11-27 09:22:40,774.0,2020-11-27 09:22:402020-11-27 09:22:402020-11-27 09:22:402020-11-27 09:22:402020-11-27 09:22:402020-11-27 09:22:402020-11-27 09:22:402020-11-27 09:22:402020-11-27 09:22:40,2157.3981687031596,9.0,107854.0,2.0,3.0,12.0,True,True,False
2020-12-06,7924.0,711.0,0.0,Mobile click-to-callMobile click-to-callMobile click-to-callMobile click-to-callMobile click-to-callMobile click-to-callMobile click-to-callMobile click-to-callMobile click-to-callMobile click-to-callMobile click-to-callMobile click-to-callMobile click-to-callMobile click-to-callMobile click-to-callMobile click-to-callMobile click-to-callMobile click-to-callMobile click-to-callMobile click-to-callMobile click-to-callMobile click-to-callMobile click-to-callMobile click-to-callMobile click-to-callMobile click-to-callMobile click-to-callMobile click-to-callMobile click-to-call,ReceivedReceivedReceivedReceivedReceivedReceivedReceivedReceivedReceivedMissedMissedMissedMissedMissedMissedMissedMissedMissedMissedReceivedReceivedReceivedReceivedReceivedReceivedReceivedReceivedReceivedReceived,2020-11-30 10:18:222020-11-30 10:18:222020-11-30 10:18:222020-11-30 10:18:222020-11-30 10:18:222020-11-30 10:18:222020-11-30 10:18:222020-11-30 10:18:222020-11-30 10:18:222020-12-01 15:53:452020-12-01 15:53:452020-12-01 15:53:452020-12-01 15:53:452020-12-01 15:53:452020-12-01 15:53:452020-12-01 15:53:452020-12-01 15:53:452020-12-01 15:53:452020-12-01 15:53:452020-12-05 09:47:492020-12-05 09:47:492020-12-05 09:47:492020-12-05 09:47:492020-12-05 09:47:492020-12-05 09:47:492020-12-05 09:47:492020-12-05 09:47:492020-12-05 09:47:492020-12-05 09:47:49,674.0,2020-11-30 10:18:222020-11-30 10:18:222020-11-30 10:18:222020-11-30 10:18:222020-11-30 10:18:222020-11-30 10:18:222020-11-30 10:18:222020-11-30 10:18:222020-11-30 10:18:222020-12-01 15:53:452020-12-01 15:53:452020-12-01 15:53:452020-12-01 15:53:452020-12-01 15:53:452020-12-01 15:53:452020-12-01 15:53:452020-12-01 15:53:452020-12-01 15:53:452020-12-01 15:53:452020-12-05 09:47:492020-12-05 09:47:492020-12-05 09:47:492020-12-05 09:47:492020-12-05 09:47:492020-12-05 09:47:492020-12-05 09:47:492020-12-05 09:47:492020-12-05 09:47:492020-12-05 09:47:49,2020.7798590975524,0.0,84448.0,2.0,3.0,12.0,True,True,False
2020-12-13,10677.0,958.0,0.0,Mobile click-to-callMobile click-to-callMobile click-to-callMobile click-to-callMobile click-to-callMobile click-to-callMobile click-to-callMobile click-to-callMobile click-to-callMobile click-to-callMobile click-to-callMobile click-to-callMobile click-to-callMobile click-to-callMobile click-to-callMobile click-to-callMobile click-to-callMobile click-to-callMobile click-to-callMobile click-to-callMobile click-to-callMobile click-to-callMobile click-to-callMobile click-to-callMobile click-to-callMobile click-to-callMobile click-to-callMobile click-to-callMobile click-to-callMobile click-to-callMobile click-to-callMobile click-to-callMobile click-to-callMobile click-to-callMobile click-to-callMobile click-to-callMobile click-to-callMobile click-to-callMobile click-to-callMobile click-to-callMobile click-to-callMobile click-to-callMobile click-to-callMobile click-to-callMobile click-to-callMobile click-to-callMobile click-to-callMobile click-to-callMobile click-to-callMobile click-to-callMobile click-to-callMobile click-to-callMobile click-to-callMobile click-to-callMobile click-to-callMobile click-to-callMobile click-to-callMobile click-to-callMobile click-to-callMobile click-to-callMobile click-to-callMobile click-to-callMobile click-to-callMobile click-to-callMobile click-to-callMobile click-to-call,ReceivedMissedReceivedMissedReceivedMissedReceivedMissedReceivedMissedReceivedMissedReceivedMissedReceivedMissedReceivedMissedReceivedMissedReceivedMissedReceivedMissedReceivedMissedReceivedMissedReceivedMissedReceivedMissedReceivedMissedReceivedMissedReceivedMissedReceivedMissedReceivedMissedReceivedMissedMissedMissedMissedMissedMissedMissedMissedMissedMissedMissedMissedMissedMissedMissedMissedMissedMissedMissedMissedMissedMissedMissed,2020-12-07 15:01:062020-12-07 14:57:502020-12-07 15:01:062020-12-07 14:57:502020-12-07 15:01:062020-12-07 14:57:502020-12-07 15:01:062020-12-07 14:57:502020-12-07 15:01:062020-12-07 14:57:502020-12-07 15:01:062020-12-07 14:57:502020-12-07 15:01:062020-12-07 14:57:502020-12-07 15:01:062020-12-07 14:57:502020-12-07 15:01:062020-12-07 14:57:502020-12-07 15:01:062020-12-07 14:57:502020-12-07 15:01:062020-12-07 14:57:502020-12-08 13:59:292020-12-08 12:56:382020-12-08 13:59:292020-12-08 12:56:382020-12-08 13:59:292020-12-08 12:56:382020-12-08 13:59:292020-12-08 12:56:382020-12-08 13:59:292020-12-08 12:56:382020-12-08 13:59:292020-12-08 12:56:382020-12-08 13:59:292020-12-08 12:56:382020-12-08 13:59:292020-12-08 12:56:382020-12-08 13:59:292020-12-08 12:56:382020-12-08 13:59:292020-12-08 12:56:382020-12-08 13:59:292020-12-08 12:56:382020-12-11 14:56:232020-12-11 12:54:372020-12-11 14:56:232020-12-11 12:54:372020-12-11 14:56:232020-12-11 12:54:372020-12-11 14:56:232020-12-11 12:54:372020-12-11 14:56:232020-12-11 12:54:372020-12-11 14:56:232020-12-11 12:54:372020-12-11 14:56:232020-12-11 12:54:372020-12-11 14:56:232020-12-11 12:54:372020-12-11 14:56:232020-12-11 12:54:372020-12-11 14:56:232020-12-11 12:54:372020-12-11 14:56:232020-12-11 12:54:37,1056.0,2020-12-07 15:01:062020-12-07 14:57:502020-12-07 15:01:062020-12-07 14:57:502020-12-07 15:01:062020-12-07 14:57:502020-12-07 15:01:062020-12-07 14:57:502020-12-07 15:01:062020-12-07 14:57:502020-12-07 15:01:062020-12-07 14:57:502020-12-07 15:01:062020-12-07 14:57:502020-12-07 15:01:062020-12-07 14:57:502020-12-07 15:01:062020-12-07 14:57:502020-12-07 15:01:062020-12-07 14:57:502020-12-07 15:01:062020-12-07 14:57:502020-12-08 13:59:292020-12-08 12:56:382020-12-08 13:59:292020-12-08 12:56:382020-12-08 13:59:292020-12-08 12:56:382020-12-08 13:59:292020-12-08 12:56:382020-12-08 13:59:292020-12-08 12:56:382020-12-08 13:59:292020-12-08 12:56:382020-12-08 13:59:292020-12-08 12:56:382020-12-08 13:59:292020-12-08 12:56:382020-12-08 13:59:292020-12-08 12:56:382020-12-08 13:59:292020-12-08 12:56:382020-12-08 13:59:292020-12-08 12:56:382020-12-11 14:56:232020-12-11 12:54:372020-12-11 14:56:232020-12-11 12:54:372020-12-11 14:56:232020-12-11 12:54:372020-12-11 14:56:232020-12-11 12:54:372020-12-11 14:56:232020-12-11 12:54:372020-12-11 14:56:232020-12-11 12:54:372020-12-11 14:56:232020-12-11 12:54:372020-12-11 14:56:232020-12-11 12:54:372020-12-11 14:56:232020-12-11 12:54:372020-12-11 14:56:232020-12-11 12:54:372020-12-11 14:56:232020-12-11 12:54:37,2933.7269571876163,0.0,110798.0,2.0,3.0,12.0,True,True,False
2020-12-20,7253.0,626.0,0.0,Mobile click-to-callMobile click-to-callMobile click-to-callMobile click-to-callMobile click-to-callMobile click-to-callMobile click-to-callMobile click-to-callMobile click-to-callMobile click-to-call,MissedMissedMissedMissedMissedMissedMissedMissedMissedMissed,2020-12-16 09:21:372020-12-16 09:21:372020-12-16 09:21:372020-12-16 09:21:372020-12-16 09:21:372020-12-16 09:21:372020-12-16 09:21:372020-12-16 09:21:372020-12-16 09:21:372020-12-16 09:21:37,0.0,2020-12-16 09:21:372020-12-16 09:21:372020-12-16 09:21:372020-12-16 09:21:372020-12-16 09:21:372020-12-16 09:21:372020-12-16 09:21:372020-12-16 09:21:372020-12-16 09:21:372020-12-16 09:21:37,1606.9484199804258,0.0,73770.0,2.0,3.0,12.0,True,True,False
2020-12-27,6422.0,577.0,0.0,Mobile click-to-callMobile click-to-callMobile click-to-callMobile click-to-callMobile click-to-callMobile click-to-callMobile click-to-callMobile click-to-callMobile click-to-callMobile click-to-callMobile click-to-callMobile click-to-callMobile click-to-callMobile click-to-callMobile click-to-callMobile click-to-callMobile click-to-callMobile click-to-callMobile click-to-callMobile click-to-callMobile click-to-callMobile click-to-callMobile click-to-callMobile click-to-callMobile click-to-callMobile click-to-callMobile click-to-callMobile click-to-callMobile click-to-callMobile click-to-call,MissedMissedMissedMissedMissedMissedMissedMissedMissedMissedReceivedReceivedReceivedReceivedReceivedReceivedReceivedReceivedReceivedReceivedMissedMissedMissedMissedMissedMissedMissedMissedMissedMissed,2020-12-21 14:50:232020-12-21 14:50:232020-12-21 14:50:232020-12-21 14:50:232020-12-21 14:50:232020-12-21 14:50:232020-12-21 14:50:232020-12-21 14:50:232020-12-21 14:50:232020-12-21 14:50:232020-12-22 10:45:222020-12-22 10:45:222020-12-22 10:45:222020-12-22 10:45:222020-12-22 10:45:222020-12-22 10:45:222020-12-22 10:45:222020-12-22 10:45:222020-12-22 10:45:222020-12-22 10:45:222020-12-23 19:30:232020-12-23 19:30:232020-12-23 19:30:232020-12-23 19:30:232020-12-23 19:30:232020-12-23 19:30:232020-12-23 19:30:232020-12-23 19:30:232020-12-23 19:30:232020-12-23 19:30:23,340.0,2020-12-21 14:50:232020-12-21 14:50:232020-12-21 14:50:232020-12-21 14:50:232020-12-21 14:50:232020-12-21 14:50:232020-12-21 14:50:232020-12-21 14:50:232020-12-21 14:50:232020-12-21 14:50:232020-12-22 10:45:222020-12-22 10:45:222020-12-22 10:45:222020-12-22 10:45:222020-12-22 10:45:222020-12-22 10:45:222020-12-22 10:45:222020-12-22 10:45:222020-12-22 10:45:222020-12-22 10:45:222020-12-23 19:30:232020-12-23 19:30:232020-12-23 19:30:232020-12-23 19:30:232020-12-23 19:30:232020-12-23 19:30:232020-12-23 19:30:232020-12-23 19:30:232020-12-23 19:30:232020-12-23 19:30:23,1334.9503140039087,0.0,83064.0,2.0,3.0,12.0,True,True,False
2021-01-03,5811.0,635.0,0.0,Mobile click-to-callMobile click-to-callMobile click-to-callMobile click-to-callMobile click-to-callMobile click-to-callMobile click-to-callMobile click-to-callMobile click-to-callMobile click-to-call,MissedMissedMissedMissedMissedMissedMissedMissedMissedMissed,2020-12-31 14:42:252020-12-31 14:42:252020-12-31 14:42:252020-12-31 14:42:252020-12-31 14:42:252020-12-31 14:42:252020-12-31 14:42:252020-12-31 14:42:252020-12-31 14:42:252020-12-31 14:42:25,0.0,2020-12-31 14:42:252020-12-31 14:42:252020-12-31 14:42:252020-12-31 14:42:252020-12-31 14:42:252020-12-31 14:42:252020-12-31 14:42:252020-12-31 14:42:252020-12-31 14:42:252020-12-31 14:42:25,1239.693350374785,0.0,68147.0,2.0,3.0,12.0,True,True,False
2021-01-10,7281.0,722.0,0.0,Mobile click-to-callMobile click-to-callMobile click-to-callMobile click-to-callMobile click-to-callMobile click-to-callMobile click-to-callMobile click-to-callMobile click-to-callMobile click-to-callMobile click-to-callMobile click-to-callMobile click-to-callMobile click-to-callMobile click-to-callMobile click-to-callMobile click-to-callMobile click-to-callMobile click-to-callMobile click-to-callMobile click-to-callMobile click-to-callMobile click-to-callMobile click-to-callMobile click-to-callMobile click-to-callMobile click-to-callMobile click-to-callMobile click-to-callMobile click-to-callMobile click-to-call,MissedMissedMissedMissedMissedMissedMissedMissedMissedMissedMissedMissedMissedMissedMissedMissedMissedMissedMissedMissedMissedMissedMissedMissedMissedMissedMissedMissedMissedMissedMissed,2021-01-06 15:08:382021-01-06 15:08:382021-01-06 15:08:382021-01-06 15:08:382021-01-06 15:08:382021-01-06 15:08:382021-01-06 15:08:382021-01-06 15:08:382021-01-06 15:08:382021-01-06 15:08:382021-01-06 15:08:382021-01-09 12:40:062021-01-09 12:39:162021-01-09 12:40:062021-01-09 12:39:162021-01-09 12:40:062021-01-09 12:39:162021-01-09 12:40:062021-01-09 12:39:162021-01-09 12:40:062021-01-09 12:39:162021-01-09 12:40:062021-01-09 12:39:162021-01-09 12:40:062021-01-09 12:39:162021-01-09 12:40:062021-01-09 12:39:162021-01-09 12:40:062021-01-09 12:39:162021-01-09 12:40:062021-01-09 12:39:16,0.0,2021-01-06 15:08:382021-01-06 15:08:382021-01-06 15:08:382021-01-06 15:08:382021-01-06 15:08:382021-01-06 15:08:382021-01-06 15:08:382021-01-06 15:08:382021-01-06 15:08:382021-01-06 15:08:382021-01-06 15:08:382021-01-09 12:40:062021-01-09 12:39:162021-01-09 12:40:062021-01-09 12:39:162021-01-09 12:40:062021-01-09 12:39:162021-01-09 12:40:062021-01-09 12:39:162021-01-09 12:40:062021-01-09 12:39:162021-01-09 12:40:062021-01-09 12:39:162021-01-09 12:40:062021-01-09 12:39:162021-01-09 12:40:062021-01-09 12:39:162021-01-09 12:40:062021-01-09 12:39:162021-01-09 12:40:062021-01-09 12:39:16,1942.5409053459916,0.0,76835.0,2.0,3.0,12.0,True,True,False
2021-01-17,5674.0,572.0,0.0,0,0,0,0.0,0,1601.1357255052842,0.0,64469.0,2.0,3.0,12.0,True,True,False
2021-01-24,6090.0,650.0,0.0,Mobile click-to-callMobile click-to-callMobile click-to-callMobile click-to-callMobile click-to-callMobile click-to-callMobile click-to-callMobile click-to-callMobile click-to-callMobile click-to-callMobile click-to-callMobile click-to-callMobile click-to-callMobile click-to-callMobile click-to-callMobile click-to-callMobile click-to-callMobile click-to-callMobile click-to-callMobile click-to-call,MissedMissedMissedMissedMissedMissedMissedMissedMissedMissedMissedMissedMissedMissedMissedMissedMissedMissedMissedMissed,2021-01-18 15:16:342021-01-18 15:16:342021-01-18 15:16:342021-01-18 15:16:342021-01-18 15:16:342021-01-18 15:16:342021-01-18 15:16:342021-01-18 15:16:342021-01-18 15:16:342021-01-18 15:16:342021-01-24 09:48:552021-01-24 09:48:552021-01-24 09:48:552021-01-24 09:48:552021-01-24 09:48:552021-01-24 09:48:552021-01-24 09:48:552021-01-24 09:48:552021-01-24 09:48:552021-01-24 09:48:55,0.0,2021-01-18 15:16:342021-01-18 15:16:342021-01-18 15:16:342021-01-18 15:16:342021-01-18 15:16:342021-01-18 15:16:342021-01-18 15:16:342021-01-18 15:16:342021-01-18 15:16:342021-01-18 15:16:342021-01-24 09:48:552021-01-24 09:48:552021-01-24 09:48:552021-01-24 09:48:552021-01-24 09:48:552021-01-24 09:48:552021-01-24 09:48:552021-01-24 09:48:552021-01-24 09:48:552021-01-24 09:48:55,1690.1335651776028,0.0,67564.0,2.0,3.0,12.0,True,True,False
2021-01-31,7004.0,710.0,0.0,Mobile click-to-callMobile click-to-callMobile click-to-callMobile click-to-callMobile click-to-callMobile click-to-callMobile click-to-callMobile click-to-callMobile click-to-callMobile click-to-callMobile click-to-callMobile click-to-callMobile click-to-callMobile click-to-callMobile click-to-callMobile click-to-callMobile click-to-callMobile click-to-callMobile click-to-callMobile click-to-call,MissedReceivedMissedReceivedMissedReceivedMissedReceivedMissedReceivedMissedReceivedMissedReceivedMissedReceivedMissedReceivedMissedReceived,2021-01-29 15:19:402021-01-29 15:19:172021-01-29 15:19:402021-01-29 15:19:172021-01-29 15:19:402021-01-29 15:19:172021-01-29 15:19:402021-01-29 15:19:172021-01-29 15:19:402021-01-29 15:19:172021-01-29 15:19:402021-01-29 15:19:172021-01-29 15:19:402021-01-29 15:19:172021-01-29 15:19:402021-01-29 15:19:172021-01-29 15:19:402021-01-29 15:19:172021-01-29 15:19:402021-01-29 15:19:17,160.0,2021-01-29 15:19:402021-01-29 15:19:172021-01-29 15:19:402021-01-29 15:19:172021-01-29 15:19:402021-01-29 15:19:172021-01-29 15:19:402021-01-29 15:19:172021-01-29 15:19:402021-01-29 15:19:172021-01-29 15:19:402021-01-29 15:19:172021-01-29 15:19:402021-01-29 15:19:172021-01-29 15:19:402021-01-29 15:19:172021-01-29 15:19:402021-01-29 15:19:172021-01-29 15:19:402021-01-29 15:19:17,1975.9772421612097,0.0,71842.0,2.0,3.0,12.0,True,True,False
